<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
ships/ijn_bb_yamato_story_0;Łódź Bojownika;Cuirassé;Yamato;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;IJN Jamato;Zırhlı;【战\t列\t舰\t】\t大\t和;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Линкор;Łódź Bojownika;【戰\t列\t艦\t】\t大\t和;【战\t列\t舰\t】;;
ships/ijn_bb_yamato_story_1;Łódź Bojownika;Cuirassé;Corazzata Giapponese;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;bitevní loď;Zırhlı;【战\t列\t舰\t】\t大\t和;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Линкор;Łódź Bojownika;【戰\t列\t艦\t】\t大\t和;【战\t列\t舰\t】;;
ships/ijn_bb_yamato_story_2;Łódź Bojownika;Cuirassé;Corazzata;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;bitevní loď;Zırhlı;战\t列\t舰;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Линкор;Łódź Bojownika;戰\t列\t艦;【战\t列\t舰\t】;;
ships/ijn_bb_nagato_0;Łódź Bojownika;Cuirassé;Nagato;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Nagato;Zırhlı;【战\t列\t舰\t】\t长\t门;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Nagato;【戰\t列\t艦\t】\t長\t門\t號;【战\t列\t舰\t】;;
ships/ijn_bb_nagato_1;Łódź Bojownika;Cuirassé;Corazzata Giapponese;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Nagato;Zırhlı;【战\t列\t舰\t】\t长\t门;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat japonez;【戰\t列\t艦\t】\t長\t門\t號;【战\t列\t舰\t】;;
ships/ijn_bb_nagato_2;Łódź Bojownika;Cuirassé;Corazzata;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Nagato;Zırhlı;战\t列\t舰;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat;戰\t列\t艦;【战\t列\t舰\t】;;
ships/ijn_bb_yamato_0;Łódź Bojownika;Cuirassé;Yamato;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Jamato;Zırhlı;【战\t列\t舰\t】\t大\t和;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Yamato;【戰\t列\t艦\t】\t大\t和\t號;【战\t列\t舰\t】;;
ships/ijn_bb_yamato_1;Łódź Bojownika;Cuirassé;Corazzata Giapponese;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Jamato;Zırhlı;【战\t列\t舰\t】\t大\t和;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat japonez;【戰\t列\t艦\t】\t大\t和\t號;【战\t列\t舰\t】;;
ships/ijn_bb_yamato_2;Łódź Bojownika;Cuirassé;Corazzata;Schlachtschiff;Acorazado;Линкор;Łódź Bojownika;Jamato;Zırhlı;战\t列\t舰;戦艦;Couraçado;Лінкор;Bojni brod;csatahajó;전함;Лінкар;Cuirasat;戰\t列\t艦;【战\t列\t舰\t】;;
ships/ijn_cv_soryu_story_0;Kolporter;Porte-avion;Soryu;Flugzeugträger;Portaaviones;Авианосец;Kolporter;IJN Sorjú;Uçak Gemisi;【航\t空\t母\t舰\t】\t苍\t龙;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t蒼\t龍;【航\t空\t母\t舰\t】;;
ships/ijn_cv_soryu_story_1;Kolporter;Porte-avion;Portaerei Giapponese;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;【航\t空\t母\t舰\t】\t苍\t龙;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t蒼\t龍;【航\t空\t母\t舰\t】;;
ships/ijn_cv_soryu_story_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_story_0;Kolporter;Porte-avion;Akagi;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;【航\t空\t母\t舰\t】\t赤\t城;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t赤\t城;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_story_1;Kolporter;Porte-avion;Portaerei Giapponese;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;【航\t空\t母\t舰\t】\t赤\t城;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t赤\t城;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_story_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_story_0;Kolporter;Porte-avion;USS Enterprise;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Enterprise;Uçak Gemisi;【航\t空\t母\t舰\t】\t企\t业;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t企\t業;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_story_1;Kolporter;Porte-avion;Portaerei USA;Flugzeugträger;Portaaviones;Авианосец;Kolporter;letadlová loď;Uçak Gemisi;【航\t空\t母\t舰\t】\t企\t业;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t企\t業;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_story_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;letadlová loď;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_story_0;Kolporter;Porte-avion;USS Lexington;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Lexington;Uçak Gemisi;【航\t空\t母\t舰\t】\t列\t克\t星\t敦;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t列\t克\t星\t頓;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_story_1;Kolporter;Porte-avion;Portaerei USA;Flugzeugträger;Portaaviones;Авианосец;Kolporter;letadlová loď;Uçak Gemisi;【航\t空\t母\t舰\t】\t列\t克\t星\t敦;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;【航\t空\t母\t艦\t】\t列\t克\t星\t頓;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_story_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;letadlová loď;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авианосец;Kolporter;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/ijn_cv_soryu_0;Kolporter;Porte-avion;Soryu;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;【航\t空\t母\t舰\t】\t苍\t龙;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Soryu;【航\t空\t母\t艦\t】\t蒼\t龍\t號;【航\t空\t母\t舰\t】;;
ships/ijn_cv_soryu_1;Kolporter;Porte-avion;Portaerei Giapponese;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;【航\t空\t母\t舰\t】\t苍\t龙;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;【航\t空\t母\t艦\t】\t蒼\t龍\t號;【航\t空\t母\t舰\t】;;
ships/ijn_cv_soryu_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Sórjú;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_0;Kolporter;Porte-avion;Akagi;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;【航\t空\t母\t舰\t】\t赤\t城;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Akagi;【航\t空\t母\t艦\t】\t赤\t城\t號;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_1;Kolporter;Porte-avion;Portaerei Giapponese;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;【航\t空\t母\t舰\t】\t赤\t城;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion japonez;【航\t空\t母\t艦\t】\t赤\t城\t號;【航\t空\t母\t舰\t】;;
ships/ijn_cv_akagi_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Akagi;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_0;Kolporter;Porte-avion;USS Enterprise;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Enterprise CV-6;Uçak Gemisi;【航\t空\t母\t舰\t】\t企\t业;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;USS Enterprise;【航\t空\t母\t艦\t】\t企\t業\t號;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_1;Kolporter;Porte-avion;Portaerei USA;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Enterprise;Uçak Gemisi;【航\t空\t母\t舰\t】\t企\t业;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;【航\t空\t母\t艦\t】\t企\t業\t號;【航\t空\t母\t舰\t】;;
ships/uss_cv_enterprise_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Enterprise;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_0;Kolporter;Porte-avion;USS Lexington;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Lexington CV-2;Uçak Gemisi;【航\t空\t母\t舰\t】\t列\t克\t星\t敦;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;USS Lexington;【航\t空\t母\t艦\t】\t列\t克\t星\t敦\t號;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_1;Kolporter;Porte-avion;Portaerei USA;Flugzeugträger;Portaaviones;Авианосец;Kolporter;USS Lexington;Uçak Gemisi;【航\t空\t母\t舰\t】\t列\t克\t星\t敦;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion american;【航\t空\t母\t艦\t】\t列\t克\t星\t敦\t號;【航\t空\t母\t舰\t】;;
ships/uss_cv_lexington_2;Kolporter;Porte-avion;Portaerei;Flugzeugträger;Portaaviones;Авианосец;Kolporter;Lexington;Uçak Gemisi;航\t空\t母\t舰;空母;Porta-aviões;Авіаносець;Nosač aviona;repülőgép-hordozó;항공모함;Авіяносец;Portavion;航\t空\t母\t艦;【航\t空\t母\t舰\t】;;
ships/hms_cargo_ship_0;Cargo ship;Cargo;Nave da trasporto Britannica;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;HMS Empire;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou britanic;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/hms_cargo_ship_1;Cargo ship;Cargo;Nave da trasporto Britannica;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;HMS Empire;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou britanic;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/hms_cargo_ship_2;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Empire;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_0;Cargo ship;Cargo;Nave da trasporto Giapponese;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Tófuku Maru;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou japonez;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_1;Cargo ship;Cargo;Nave da trasporto Giapponese;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Tófuku Maru;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou japonez;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_2;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Tófuku Maru;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_heavy_0;Cargo ship;Cargo;Nave da trasporto Giapponese;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Kansai Maru;Kargo Gemisi;【货\t船\t】\t大\t型\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou japonez;【貨\t船\t】\t大\t型\t貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_heavy_1;Cargo ship;Cargo;Nave da trasporto Giapponese;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Kansai Maru;Kargo Gemisi;【货\t船\t】\t大\t型\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou japonez;【貨\t船\t】\t大\t型\t貨\t船;【货\t船\t】;;
ships/ijn_cargo_ship_heavy_2;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Kansai Maru;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/uss_cargo_ship_0;Cargo ship;Cargo;Nave da trasporto USA;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;USS Liberty;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou american;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/uss_cargo_ship_1;Cargo ship;Cargo;Nave da trasporto USA;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;USS Liberty;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou american;【貨\t船\t】\t貨\t船;【货\t船\t】;;
ships/uss_cargo_ship_2;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;Liberty;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/cargo_ship_0;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;nákladní loď;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/cargo_ship_1;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;nákladní loď;Kargo Gemisi;【货\t船\t】\t货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/cargo_ship_2;Cargo ship;Cargo;Nave da trasporto;Frachtschiff;Buque de carga;Грузовой корабль;Cargo ship;nákladní loď;Kargo Gemisi;货\t船;貨物船;Cargueiro;Вантажне судно;Teretni brod;teherhajó;수송선;Грузавы карабель;Cargou;貨\t船;【货\t船\t】;;
ships/cargo_ship_light_0;Light cargo ship;Cargo léger;Nave da trasporto;Leichtes Frachtschiff;Buque de carga ligera;Лёгкий грузовой корабль;Light cargo ship;lehká nákladní loď;Hafif Kargo Gemisi;【货\t船\t】\t小\t型\t货\t船;軽貨物船;Cargueiro leve;Легке вантажне судно;Laki teretni brod;könnyű teherhajó;소형 화물선;Лёгкі грузавы карабель;Cargou ușor;小\t型\t貨\t船;【小\t型\t货\t船\t】;;
ships/cargo_ship_light_1;Light cargo ship;Cargo léger;Nave da trasporto;Leichtes Frachtschiff;Buque de carga ligera;Лёгкий грузовой корабль;Light cargo ship;lehká nákladní loď;Hafif Kargo Gemisi;【货\t船\t】\t小\t型\t货\t船;軽貨物船;Cargueiro leve;Легке вантажне судно;Laki teretni brod;könnyű teherhajó;소형 화물선;Лёгкі грузавы карабель;Cargou ușor;小\t型\t貨\t船;【小\t型\t货\t船\t】;;
ships/cargo_ship_light_2;Light cargo ship;Cargo léger;Nave da trasporto;Leichtes Frachtschiff;Buque de carga ligera;Лёгкий грузовой корабль;Light cargo ship;nákladní loď;Hafif Kargo Gemisi;小\t型\t货\t船;軽貨物船;Cargueiro leve;Легке вантажне судно;Laki teretni brod;könnyű teherhajó;소형 화물선;Лёгкі грузавы карабель;Cargou ușor;小\t型\t貨\t船;【小\t型\t货\t船\t】;;
air_defence/germ_20mm_flak38_0;AAA;Antiaérien;FlaK 38;Flak;AAA;ПВО;AAA;2 cm Flugabwehrkanone 38;Uçaksavar;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;FlaK 38;【防\t空\t炮\t】\t20 毫\t米 Flak 38;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;
air_defence/germ_20mm_flak38_1;AAA;Antiaérien;Artiglieria antiaerea;Flak;AAA;ПВО;AAA;2 cm FlaK 38;Uçaksavar;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;Tun antiaerian german;【防\t空\t炮\t】\t20 毫\t米 Flak 38;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;
air_defence/germ_20mm_flak38_2;AAA;Antiaérien;AA;Flak;AAA;ПВО;AAA;2 cm FlaK 38;Uçaksavar;防\t空\t炮;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;TAA;防\t空\t炮;【防\t空\t炮\t】;;
air_defence/germ_20mm_flak38_airfield_0;AAA;Antiaérien;FlaK 38;Flak;AAA;ПВО;AAA;2 cm Flugabwehrkanone 38;Uçaksavar;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;FlaK 38;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;
air_defence/germ_20mm_flak38_airfield_1;AAA;Antiaérien;Artiglieria antiaerea;Flak;AAA;ПВО;AAA;2 cm FlaK 38;Uçaksavar;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;Tun antiaerian german;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;【防\t空\t炮\t】\t20 毫\t米 FlaK 38;;
air_defence/germ_20mm_flak38_airfield_2;AAA;Antiaérien;AA;Flak;AAA;ПВО;AAA;2 cm FlaK 38;Uçaksavar;防\t空\t炮;対空砲;AAA;ППО;PVO;légvédelem;대공포;СПА;TAA;防\t空\t炮;【防\t空\t炮\t】;;
